,longitude,latitude,housing_median_age,median_income,median_house_value,ocean_proximity_INLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,rooms_per_household
7346,-118.14,33.97,36.0,2.6364,150000.0,0,0,0,4.02
13590,-117.29,34.11,48.0,1.1687,70800.0,1,0,0,3.292307692307692
8560,-118.41,33.92,22.0,4.5729,337500.0,0,0,0,4.223826714801444
17285,-119.73,34.41,29.0,4.4375,350000.0,0,0,1,6.5762081784386615
16411,-121.22,37.93,21.0,4.75,121400.0,1,0,0,4.602739726027397
8535,-118.35,33.9,22.0,3.3971,220300.0,0,0,0,4.676348547717843
6105,-117.89,34.12,35.0,4.05,141300.0,0,0,0,4.94006309148265
7135,-118.1,34.01,42.0,3.4297,195800.0,0,0,0,4.818791946308725
11938,-117.41,33.94,29.0,3.25,112500.0,1,0,0,4.505665722379604
916,-121.97,37.51,25.0,5.4359,258300.0,0,0,0,6.613095238095238
15180,-117.08,33.03,18.0,5.3074,137200.0,0,0,0,4.617241379310345
155,-122.23,37.81,52.0,8.8793,410300.0,0,1,0,8.972868217054264
4290,-118.3,34.1,38.0,1.7641,250000.0,0,0,0,2.4232121922626026
17565,-121.9,37.32,48.0,3.7738,220600.0,0,0,0,4.378006872852234
11514,-118.07,33.72,32.0,5.1824,500001.0,0,0,1,5.641148325358851
14633,-117.2,32.79,16.0,5.0958,300000.0,0,0,1,5.4281984334203655
1493,-122.01,37.94,23.0,6.7061,322300.0,0,1,0,7.4969939879759515
10176,-117.97,33.86,35.0,3.5855,174300.0,0,0,0,4.473544973544974
2108,-119.75,36.74,39.0,1.8958,51300.0,1,0,0,5.014409221902017
18005,-121.96,37.3,23.0,4.0403,303400.0,0,0,0,4.792408066429418
13873,-117.31,34.39,15.0,3.7917,123400.0,1,0,0,6.402255639097745
14583,-117.18,32.84,30.0,3.5606,165100.0,0,0,1,4.851694915254237
19995,-119.35,36.19,6.0,1.0349,67800.0,1,0,0,4.165217391304348
13708,-117.21,34.11,27.0,3.2176,89400.0,1,0,0,5.32051282051282
1662,-121.93,37.93,16.0,6.2989999999999995,286900.0,1,0,0,7.628647214854111
8337,-118.31,33.94,40.0,3.775,153800.0,0,0,0,5.7407407407407405
15376,-117.25,33.37,8.0,1.995,146900.0,0,0,0,3.4344422700587085
905,-121.99,37.54,18.0,3.9444,240100.0,0,0,0,5.422087745839637
18260,-122.08,37.38,36.0,6.827999999999999,383900.0,0,1,0,6.109375
204,-122.23,37.78,44.0,1.6009,118100.0,0,1,0,3.1158455392809588
6188,-117.92,34.1,35.0,4.0052,160700.0,0,0,0,5.336898395721925
9752,-121.67,36.58,11.0,6.1551,291800.0,0,0,0,7.25615763546798
4561,-118.25,34.06,52.0,1.7763,312500.0,0,0,0,3.0526315789473686
14593,-117.18,32.83,27.0,4.2708,182800.0,0,0,1,6.289544235924933
14715,-117.05,32.8,25.0,6.4797,249000.0,0,0,0,7.529644268774703
15369,-117.25,33.38,16.0,3.0,146700.0,0,0,0,5.1470160116448325
5432,-118.41,34.02,19.0,3.3955,225000.0,0,0,0,3.524737631184408
7423,-118.21,33.96,43.0,2.3241,159300.0,0,0,0,3.5569620253164556
590,-122.09,37.71,31.0,5.2855,253500.0,0,1,0,6.851301115241636
19352,-122.95,38.73,37.0,2.9792,151300.0,0,0,0,5.393728222996516
12877,-121.37,38.66,17.0,2.4574,103300.0,1,0,0,4.724271844660194
5465,-118.48,33.99,46.0,2.5523,387500.0,0,0,0,3.7610169491525425
16885,-122.4,37.58,26.0,6.358,500001.0,0,0,1,6.835416666666666
3210,-119.63,36.32,36.0,2.2333,61000.0,1,0,0,5.952941176470588
6433,-118.01,34.12,32.0,3.94,278400.0,1,0,0,5.697058823529412
18951,-122.05,38.25,37.0,3.815,99000.0,1,0,0,5.783549783549783
19675,-121.62,39.16,7.0,3.8089999999999997,110700.0,1,0,0,5.840938722294655
413,-122.28,37.89,52.0,5.4171,292000.0,0,1,0,6.764705882352941
15074,-117.0,32.8,33.0,4.5662,150300.0,0,0,0,5.746835443037975
12417,-116.23,33.73,29.0,2.8648,72100.0,1,0,0,4.7405857740585775
19936,-119.33,36.3,12.0,4.9464,115600.0,1,0,0,6.135593220338983
18801,-121.83,40.69,14.0,3.15,87500.0,1,0,0,6.364341085271318
12216,-117.15,33.45,4.0,4.6904,174200.0,0,0,0,7.312148028962188
15984,-122.47,37.76,49.0,3.2679,345700.0,0,1,0,4.385802469135802
14720,-117.02,32.8,27.0,4.1162,177200.0,0,0,0,6.334224598930481
1870,-119.94,38.95,25.0,2.32,91300.0,1,0,0,4.517676767676767
10654,-117.86,33.67,16.0,3.875,450000.0,0,0,0,4.0
13470,-117.37,34.08,17.0,2.9554,115000.0,1,0,0,4.643020594965675
6003,-117.77,34.08,27.0,6.0434,214800.0,1,0,0,7.1606280193236715
19400,-120.95,37.74,18.0,3.0043,156500.0,1,0,0,5.745424292845258
1744,-122.35,37.96,35.0,2.0724,97700.0,0,1,0,4.494915254237288
18318,-122.11,37.44,35.0,5.6413,376600.0,0,1,0,5.361702127659575
9649,-120.83,37.07,16.0,2.5598,120200.0,1,0,0,5.117808219178082
4021,-118.51,34.17,31.0,3.1885,219000.0,0,0,0,4.278947368421052
5788,-118.25,34.15,31.0,2.8478,228100.0,0,0,0,3.7401812688821754
6117,-117.9,34.12,35.0,3.3322,151400.0,0,0,0,4.330316742081448
4324,-118.35,34.08,52.0,4.5833,333900.0,0,0,0,4.816901408450704
11334,-117.95,33.75,19.0,6.6355,276100.0,0,0,0,7.210909090909091
527,-122.25,37.77,52.0,3.1771,210200.0,0,1,0,4.8279069767441865
12856,-121.37,38.67,36.0,2.555,72700.0,1,0,0,5.598746081504702
17368,-120.43,34.93,4.0,2.8649,186500.0,0,0,0,4.958477508650519
13989,-117.19,34.94,31.0,2.1522,60800.0,1,0,0,5.5422343324250685
13699,-117.2,34.12,24.0,3.5,113900.0,1,0,0,5.986440677966102
4899,-118.25,34.01,45.0,1.0898,93400.0,0,0,0,3.3276595744680852
17110,-122.21,37.46,40.0,15.0001,500001.0,0,0,1,8.584541062801932
10827,-117.92,33.68,28.0,4.8125,244600.0,0,0,0,6.066071428571429
14647,-117.19,32.77,9.0,3.8571,143800.0,0,0,1,4.7669172932330826
1469,-121.98,37.95,14.0,6.7371,267400.0,1,0,0,7.670731707317073
12415,-116.21,33.72,28.0,2.3169,68900.0,1,0,0,3.6804733727810652
18830,-123.38,41.8,25.0,2.2976,54400.0,1,0,0,4.976923076923077
3958,-118.59,34.2,21.0,2.7539999999999996,179800.0,0,0,0,2.642540620384047
7653,-118.27,33.83,34.0,3.1667,186900.0,0,0,0,4.644628099173554
6288,-117.9,34.05,33.0,7.6286,330400.0,0,0,0,8.386666666666667
9167,-118.55,34.44,14.0,6.3277,237700.0,1,0,0,7.076071922544951
10559,-117.7,33.62,19.0,5.0686,225600.0,0,0,0,5.973737373737373
4147,-118.2,34.13,50.0,3.3438,173600.0,0,0,0,5.102787456445993
16516,-121.21,37.81,18.0,2.995,124300.0,1,0,0,4.75098814229249
1517,-122.07,37.93,25.0,3.7433,252100.0,0,1,0,5.025122121423587
25,-122.28,37.85,41.0,2.4038,107500.0,0,1,0,4.495798319327731
8704,-118.33,33.84,36.0,5.3131,314100.0,0,0,0,5.56734693877551
15987,-122.47,37.76,40.0,3.2083,330000.0,0,1,0,4.11318553092182
19112,-122.63,38.22,34.0,4.0417,232100.0,0,0,0,5.25748502994012
10859,-117.87,33.71,16.0,4.9148,155500.0,0,0,0,5.4702093397745575
14294,-117.13,32.72,43.0,2.4821,140600.0,0,0,1,4.778761061946903
5308,-118.44,34.05,32.0,4.7109,500000.0,0,0,0,4.508393285371703
14311,-117.14,32.71,39.0,1.7642,82900.0,0,0,1,3.4384133611691023
12440,-116.18,33.69,17.0,2.375,155000.0,1,0,0,4.238095238095238
12147,-117.2,33.72,16.0,1.9912,98600.0,0,0,0,5.758842443729904
13128,-121.3,38.26,19.0,3.215,104600.0,1,0,0,4.837931034482758
10736,-117.9,33.61,41.0,4.0764,500001.0,0,0,0,5.530909090909091
10149,-117.91,33.9,27.0,9.3125,293500.0,0,0,0,6.2330827067669174
3719,-118.42,34.19,34.0,3.338,222500.0,0,0,0,4.575916230366492
717,-122.09,37.68,41.0,2.8322,170300.0,0,1,0,3.9271948608137044
19051,-121.81,38.43,30.0,3.9286,133100.0,1,0,0,5.732876712328767
2459,-119.73,36.52,20.0,2.5921,94200.0,1,0,0,6.024221453287197
16519,-121.21,37.8,45.0,1.4853,101800.0,1,0,0,5.285714285714286
5471,-118.5,33.97,52.0,2.2643,350000.0,0,0,0,2.2651757188498403
4658,-118.32,34.05,42.0,1.9923,250000.0,0,0,0,2.9171029668411865
281,-122.18,37.8,23.0,6.7527,285800.0,0,1,0,7.064024390243903
368,-122.16,37.75,46.0,2.925,142900.0,0,1,0,6.194805194805195
2059,-119.68,36.63,39.0,3.0139,65300.0,1,0,0,5.175732217573222
11848,-120.74,39.82,9.0,3.9583,126500.0,1,0,0,16.024590163934427
7836,-118.15,33.91,25.0,2.3456,146100.0,0,0,0,4.04930966469428
15660,-122.42,37.78,26.0,2.3304,500001.0,0,1,0,1.8247191011235955
603,-122.07,37.69,29.0,2.5362,203800.0,0,1,0,4.173913043478261
17382,-120.41,34.96,21.0,4.65,152500.0,0,0,0,7.485232067510548
18705,-122.38,40.54,36.0,2.6944,75300.0,1,0,0,5.333333333333333
13421,-117.49,34.04,4.0,4.1775,143700.0,1,0,0,5.495446265938069
6886,-118.1,34.06,31.0,2.9524,178800.0,0,0,0,3.933793103448276
10428,-117.64,33.45,26.0,6.2871,325500.0,0,0,1,7.009174311926605
9895,-122.29,38.28,38.0,3.6083,134200.0,0,1,0,5.684729064039409
7422,-118.2,33.96,37.0,2.9773,164600.0,0,0,0,4.43125
14476,-117.21,32.86,26.0,5.3693,260700.0,0,0,1,6.2304147465437785
12574,-121.42,38.53,37.0,2.8298,71200.0,1,0,0,5.3497267759562845
2869,-118.94,35.37,23.0,1.8523,59700.0,1,0,0,4.808695652173913
11529,-118.08,33.77,26.0,1.9074,68500.0,0,0,0,4.26417704011065
4080,-118.37,34.15,23.0,3.1373,263100.0,0,0,0,3.752241238793806
1560,-121.95,37.78,4.0,6.3942,356700.0,0,0,0,5.681271810779372
12279,-116.96,33.94,22.0,1.4063,81900.0,1,0,0,4.1732776617954075
177,-122.24,37.8,47.0,2.6292,182700.0,0,1,0,3.693140794223827
17591,-121.9,37.3,39.0,4.537,345900.0,0,0,0,5.711811023622047
1024,-120.0,38.52,16.0,3.15,140600.0,1,0,0,29.852941176470587
10856,-117.88,33.69,20.0,5.2138,233100.0,0,0,0,5.33
15446,-117.24,33.19,19.0,2.9191,159400.0,0,0,0,4.457386363636363
13101,-121.27,38.44,19.0,5.8831,209900.0,1,0,0,6.881188118811881
20117,-120.39,37.96,10.0,2.1094,164000.0,1,0,0,5.817767653758542
12311,-116.72,33.56,13.0,2.355,122900.0,1,0,0,6.665263157894737
1507,-122.05,37.93,15.0,4.45,184900.0,0,1,0,5.047218628719276
2524,-122.18,39.55,28.0,3.25,81600.0,1,0,0,5.979674796747967
13809,-117.01,34.9,34.0,2.1056,72000.0,1,0,0,4.260194174757282
9079,-118.28,34.76,19.0,4.7875,163600.0,1,0,0,6.007005253940456
12867,-121.35,38.68,18.0,3.5403,98600.0,1,0,0,5.378818737270875
9853,-121.89,36.59,18.0,3.1364,150000.0,0,0,1,3.629032258064516
11606,-118.02,33.8,16.0,8.4952,359600.0,0,0,0,6.89044289044289
20471,-118.77,34.26,26.0,5.6385,196900.0,0,0,0,6.4914529914529915
14762,-117.04,32.54,7.0,1.2667,67500.0,0,0,1,3.326241134751773
17869,-121.91,37.44,24.0,5.0808,212500.0,0,0,0,5.008264462809917
12516,-121.47,38.56,52.0,3.125,85600.0,1,0,0,6.13103448275862
4529,-118.22,34.05,44.0,1.2,115600.0,0,0,0,2.9704301075268815
9326,-122.53,37.97,37.0,3.5588,268800.0,0,1,0,4.267515923566879
20059,-119.27,35.87,12.0,1.63,49500.0,1,0,0,3.3986013986013988
11249,-117.99,33.8,18.0,3.975,162500.0,0,0,0,3.9081632653061225
8027,-118.12,33.83,44.0,4.3594,221300.0,0,0,0,5.843003412969283
17561,-121.89,37.32,43.0,2.1149,184900.0,0,0,0,5.364077669902913
14308,-117.13,32.71,37.0,1.825,81500.0,0,0,1,3.777089783281734
10087,-117.97,33.94,36.0,4.1205,217000.0,0,0,0,5.771604938271605
20280,-119.19,34.19,35.0,3.2212,180500.0,0,0,1,4.786372007366483
16548,-121.22,37.82,13.0,3.1964,141500.0,1,0,0,4.751334044823906
13508,-117.33,34.13,18.0,1.6375,72400.0,1,0,0,4.566009104704097
2592,-124.1,40.9,18.0,2.7321,92600.0,0,0,1,5.20258064516129
16501,-121.06,37.86,24.0,2.6830000000000003,169400.0,1,0,0,5.287037037037037
10262,-117.86,33.88,20.0,6.5843,272200.0,0,0,0,7.351201478743068
17371,-120.43,34.97,28.0,4.0125,130100.0,0,0,0,5.154676258992806
7735,-118.13,33.93,34.0,3.1496,191900.0,0,0,0,4.348360655737705
4680,-118.34,34.07,52.0,4.1618,500001.0,0,0,0,6.065602836879433
13405,-117.46,34.1,7.0,1.9583,108800.0,1,0,0,5.362804878048781
19395,-120.85,37.77,10.0,1.3583,85200.0,1,0,0,4.5
3217,-119.65,36.33,47.0,1.3882,53800.0,1,0,0,4.394190871369295
12197,-117.36,33.6,10.0,3.2258,159300.0,0,0,0,5.604651162790698
18630,-121.93,37.04,36.0,5.8642,363500.0,0,0,0,7.388349514563107
15547,-117.08,33.09,23.0,4.7566,178300.0,0,0,0,5.762917933130699
937,-122.03,37.54,35.0,4.8214,186000.0,0,1,0,5.523668639053255
3366,-120.49,40.31,16.0,3.4643,85100.0,1,0,0,5.072423398328691
10466,-117.74,33.51,29.0,7.8239,500001.0,0,0,0,6.666666666666667
5025,-118.32,33.99,43.0,3.7167,108900.0,0,0,0,5.418103448275862
9550,-120.94,37.4,32.0,3.0,109400.0,1,0,0,5.292792792792793
13161,-121.41,36.84,23.0,3.7049,192200.0,1,0,0,5.239644970414201
14178,-117.07,32.71,36.0,2.5682,109100.0,0,0,1,5.44
7285,-118.24,33.98,45.0,2.2054,125000.0,0,0,0,3.7241379310344827
12379,-116.46,33.78,33.0,2.5477,83000.0,1,0,0,4.02037617554859
20055,-119.12,35.85,37.0,2.4167,58300.0,1,0,0,5.333333333333333
16460,-121.3,38.12,11.0,7.6889,229300.0,1,0,0,6.813688212927756
3949,-118.61,34.21,33.0,5.4527,227100.0,0,0,0,6.426108374384237
6425,-118.0,34.13,35.0,3.5481,158100.0,1,0,0,4.547511312217194
17373,-120.43,34.96,24.0,4.8155,162900.0,0,0,0,6.631961259079903
2516,-122.25,39.79,16.0,3.0469,72200.0,1,0,0,5.764227642276423
13003,-121.27,38.67,15.0,2.7388,111600.0,1,0,0,4.077071290944123
12193,-117.35,33.64,23.0,2.5395,109200.0,0,0,0,5.076980014803849
14851,-117.08,32.67,31.0,2.5662,118200.0,0,0,1,3.973579920739762
18467,-121.68,37.0,19.0,6.7644,412600.0,0,0,0,6.825454545454545
16013,-122.47,37.74,52.0,5.6787,363600.0,0,1,0,5.770516717325228
13205,-117.7,34.05,24.0,4.7357,162500.0,1,0,0,6.016985138004246
20119,-120.35,37.95,13.0,2.4,177000.0,1,0,0,5.246882793017456
6204,-117.87,34.06,25.0,10.1248,428500.0,0,0,0,7.545454545454546
2921,-119.02,35.36,48.0,2.2827,70000.0,1,0,0,5.049586776859504
15948,-122.43,37.73,52.0,3.8934,251800.0,0,1,0,5.567233384853169
673,-122.17,37.7,24.0,4.0,202600.0,0,1,0,4.848066298342541
1585,-122.0,37.84,16.0,9.5271,500001.0,0,0,0,8.459251101321586
19765,-122.13,40.01,21.0,2.125,63300.0,1,0,0,5.146067415730337
14736,-117.04,32.81,12.0,6.5412,254200.0,0,0,0,6.889952153110048
2824,-119.07,35.42,19.0,2.6812,107600.0,1,0,0,5.320109439124487
3355,-120.57,40.43,15.0,2.6902,71500.0,1,0,0,5.087064676616915
1308,-121.83,37.99,18.0,4.7566,142500.0,1,0,0,5.958695652173913
13086,-121.34,38.58,17.0,5.0917,134100.0,1,0,0,6.125954198473282
13664,-117.31,34.03,9.0,5.7393,151600.0,1,0,0,5.792270531400966
14869,-117.09,32.63,27.0,2.4148,67500.0,0,0,1,3.9142091152815013
2185,-119.98,36.74,26.0,3.4861,112500.0,1,0,0,5.588461538461538
3470,-118.46,34.29,24.0,3.0526,183300.0,0,0,0,4.5283950617283955
6890,-118.1,34.05,31.0,3.7560000000000002,183300.0,0,0,0,4.977622377622378
10332,-117.76,33.86,14.0,10.1316,500001.0,0,0,0,8.466512702078521
124,-122.24,37.85,52.0,7.2354,391100.0,0,1,0,7.11716621253406
16141,-122.46,37.78,52.0,2.8553,360700.0,0,1,0,4.664652567975831
2271,-119.8,36.78,43.0,3.5542,96500.0,1,0,0,6.268421052631579
18018,-121.95,37.25,30.0,5.0863,332000.0,0,0,0,5.4784053156146175
19752,-122.22,40.18,13.0,2.3517,88900.0,1,0,0,4.867801047120419
3419,-118.4,34.28,22.0,2.6652,164800.0,0,0,0,4.152302243211334
12208,-117.1,33.56,6.0,4.3833,307600.0,0,0,0,7.562753036437247
4733,-118.36,34.05,50.0,3.0833,338100.0,0,0,0,4.641160949868074
1489,-122.02,37.95,25.0,2.4519,208300.0,0,1,0,4.430147058823529
2068,-119.89,36.73,43.0,2.6146,81300.0,1,0,0,5.634408602150538
15239,-117.25,33.01,16.0,7.7317,396000.0,0,0,1,7.427480916030534
9995,-121.03,39.14,10.0,4.0775,164500.0,1,0,0,6.140900195694717
20538,-121.73,38.56,30.0,2.8614,145200.0,1,0,0,5.101851851851852
14782,-117.09,32.57,17.0,5.1478,138900.0,0,0,1,5.103448275862069
13567,-117.28,34.16,35.0,2.3778,90700.0,1,0,0,5.0954773869346734
323,-122.18,37.74,42.0,2.3456,83500.0,0,1,0,4.3983739837398375
3900,-118.5,34.2,42.0,2.2304,203800.0,0,0,0,4.664670658682635
3075,-119.23,35.77,36.0,2.4044,72500.0,1,0,0,5.438448566610456
9493,-123.75,39.37,16.0,3.25,151400.0,0,0,0,4.935483870967742
18839,-122.73,41.76,19.0,2.5357,94200.0,1,0,0,5.994550408719346
165,-122.25,37.8,43.0,2.1429,250000.0,0,1,0,3.2742382271468142
14564,-117.2,32.84,34.0,4.55,187700.0,0,0,1,5.87215411558669
20144,-119.05,34.35,39.0,2.2443,146600.0,0,0,0,3.0448717948717947
14231,-117.04,32.68,9.0,3.775,125000.0,0,0,1,5.552158273381295
3981,-118.6,34.19,16.0,2.8312,213900.0,0,0,0,4.516050878255602
8180,-118.11,33.81,37.0,6.2187,257900.0,0,0,0,6.250922509225092
16545,-121.24,37.81,6.0,3.5595,161000.0,1,0,0,4.933926302414231
2310,-119.77,36.91,3.0,5.3272,174200.0,1,0,0,6.982358402971216
32,-122.27,37.84,48.0,1.7969,110400.0,0,1,0,5.737313432835821
10004,-121.06,39.04,14.0,4.2802,194800.0,1,0,0,6.325670498084291
14998,-117.05,32.73,27.0,3.5529,133900.0,0,0,1,5.576182136602452
12829,-121.46,38.7,32.0,3.8611,93900.0,1,0,0,5.132978723404255
2681,-115.54,32.99,23.0,1.5372,69400.0,1,0,0,3.7603092783505154
15877,-122.41,37.75,52.0,4.2891,230000.0,0,1,0,5.099730458221024
14949,-116.97,32.74,14.0,4.2192,176100.0,0,0,0,5.816326530612245
19012,-122.01,38.35,18.0,3.8651,189700.0,1,0,0,6.436154949784792
7987,-118.17,33.85,39.0,3.07,173000.0,0,0,0,4.28
5864,-118.34,34.18,45.0,3.24,226900.0,0,0,0,5.085141903171953
4369,-118.28,34.11,46.0,4.2019,352100.0,0,0,0,5.427230046948357
13927,-114.6,34.83,46.0,2.1908,48100.0,1,0,0,5.523985239852398
1416,-122.04,38.0,16.0,3.2484,91100.0,0,1,0,4.339915373765868
10862,-117.87,33.7,21.0,5.0956,246000.0,0,0,0,5.808917197452229
17758,-121.8,37.35,17.0,5.1017,240700.0,0,0,0,5.895104895104895
10285,-117.84,33.9,24.0,7.0352,299600.0,0,0,0,7.867579908675799
1823,-122.3,37.93,34.0,4.5,304000.0,0,1,0,7.366013071895424
7310,-118.19,33.99,36.0,2.4516,147800.0,0,0,0,3.6062322946175636
12727,-121.36,38.6,35.0,4.4643,133000.0,1,0,0,5.710059171597633
4494,-118.21,34.06,52.0,2.095,109100.0,0,0,0,3.821138211382114
2894,-118.99,35.37,38.0,1.7292,58100.0,1,0,0,4.135135135135135
13891,-116.32,34.1,10.0,2.6618,81000.0,1,0,0,6.204081632653061
11510,-118.1,33.74,31.0,4.6528,457100.0,0,0,1,4.225806451612903
9268,-122.49,38.1,43.0,4.9286,307000.0,0,1,0,5.980487804878049
6679,-118.08,34.16,42.0,4.5461,242400.0,1,0,0,5.629032258064516
406,-122.27,37.9,52.0,6.9414,417500.0,0,1,0,8.067193675889328
2435,-119.59,36.57,19.0,3.5987,131700.0,1,0,0,6.167259786476868
8389,-118.36,33.97,18.0,4.0179,195800.0,0,0,0,4.442906574394463
9665,-120.12,41.4,33.0,2.6062,52600.0,1,0,0,6.997518610421836
19821,-119.45,36.48,38.0,3.1719,106300.0,1,0,0,4.620689655172414
9496,-123.7,39.32,18.0,3.1071,213200.0,0,0,0,5.657534246575342
911,-122.01,37.54,32.0,5.0,287600.0,0,1,0,6.511392405063291
20594,-121.57,39.16,21.0,3.725,84700.0,1,0,0,6.219269102990033
1372,-122.11,38.01,41.0,3.3831,129400.0,0,1,0,4.752650176678445
13705,-117.22,34.12,30.0,2.3725,77200.0,1,0,0,4.803059273422562
24,-122.27,37.84,52.0,2.6,132600.0,0,1,0,5.270142180094787
14895,-117.07,32.61,22.0,2.1441,135500.0,0,0,1,4.193979933110368
14098,-117.11,32.75,18.0,1.7696,103100.0,0,0,1,3.7222222222222223
12159,-117.11,33.78,13.0,4.1875,161200.0,1,0,0,6.296052631578948
20121,-120.45,37.79,8.0,3.1719,115400.0,1,0,0,6.979220779220779
10554,-117.71,33.63,16.0,5.8399,220600.0,0,0,0,5.589285714285714
13958,-116.94,34.24,27.0,1.9980000000000002,153500.0,1,0,0,21.80565371024735
4968,-118.28,34.01,50.0,1.8656,122900.0,0,0,0,3.377922077922078
13226,-117.68,34.01,20.0,3.2073,123500.0,1,0,0,4.76332899869961
1325,-121.88,38.02,46.0,2.5737,87000.0,1,0,0,5.528795811518324
15092,-116.93,32.81,18.0,2.6429,125400.0,0,0,0,5.184322033898305
13100,-121.39,38.43,3.0,5.4445,237600.0,1,0,0,8.531645569620252
17348,-120.42,34.91,4.0,3.2135,212700.0,0,0,0,5.764026402640264
2651,-124.1,40.47,52.0,3.5345,55000.0,0,0,0,4.513207547169811
19144,-122.7,38.33,26.0,3.0078,160400.0,0,0,0,5.184065934065934
834,-122.02,37.6,32.0,3.2386,149600.0,0,1,0,3.948170731707317
10930,-117.9,33.74,18.0,2.3783,166700.0,0,0,0,4.262443438914027
9106,-118.02,34.62,38.0,2.1413,96900.0,1,0,0,4.679245283018868
3753,-118.39,34.17,40.0,3.6563,222400.0,0,0,0,4.405194805194805
6998,-118.04,33.95,36.0,3.8214,178500.0,0,0,0,5.600823045267489
1566,-121.96,37.74,2.0,15.0001,350000.0,0,0,0,22.22222222222222
19068,-122.47,38.29,14.0,2.5658,208000.0,0,1,0,4.815483870967742
13673,-117.25,34.04,18.0,4.4472,161100.0,1,0,0,5.445179584120983
2324,-119.73,36.83,14.0,5.0828,111400.0,1,0,0,6.7910750507099396
15509,-117.07,33.14,16.0,4.7426,160600.0,0,0,0,6.240196078431373
12964,-121.31,38.71,18.0,4.3836,102000.0,1,0,0,6.057575757575758
17695,-121.83,37.29,10.0,4.5943,123500.0,0,0,0,4.469437652811736
9994,-121.05,39.13,10.0,4.4375,185100.0,1,0,0,6.041420118343195
11068,-117.85,33.84,26.0,6.6719,271700.0,0,0,0,8.026819923371647
3392,-118.31,34.28,34.0,5.1145,219900.0,0,0,0,5.1469194312796205
14112,-117.11,32.74,25.0,2.2,98700.0,0,0,1,4.503164556962025
15658,-122.42,37.79,52.0,1.8068,225000.0,0,1,0,2.6598639455782314
15932,-122.4,37.73,50.0,3.4769,238700.0,0,1,0,5.0703125
10130,-117.9,33.92,27.0,5.9177,267600.0,0,0,0,5.5396825396825395
19351,-122.94,38.64,26.0,4.0781,287800.0,0,0,0,6.367924528301887
11910,-117.41,33.96,24.0,3.864,123400.0,1,0,0,5.444714459295262
11975,-117.43,33.99,18.0,4.566,116900.0,1,0,0,7.236323851203501
19766,-122.1,40.03,25.0,1.7566,58400.0,1,0,0,5.093117408906883
4386,-118.26,34.08,41.0,2.4375,203300.0,0,0,0,3.8457300275482096
15579,-116.86,33.05,17.0,3.6348,164500.0,0,0,0,5.666666666666667
6630,-118.15,34.16,38.0,2.2765,146600.0,0,0,0,5.603174603174603
9369,-122.51,37.92,32.0,3.7647,375000.0,0,1,0,5.650862068965517
18766,-122.26,40.58,14.0,3.9762,138500.0,1,0,0,5.796803652968037
2629,-124.19,40.73,21.0,3.5363,90100.0,0,0,1,5.8580246913580245
9111,-118.15,34.59,33.0,3.7344,111400.0,1,0,0,5.317380352644836
18560,-122.05,36.87,18.0,3.8269,276000.0,0,0,1,4.873362445414847
9751,-121.7,36.6,19.0,5.0162,283100.0,0,0,0,7.0534653465346535
14877,-117.09,32.63,33.0,1.8417,150000.0,0,0,1,3.7804878048780486
13760,-117.17,34.03,33.0,6.3308,230600.0,1,0,0,7.183385579937304
16783,-122.48,37.67,14.0,2.964,319700.0,0,0,1,3.5925925925925926
4395,-118.28,34.08,52.0,2.6178,203100.0,0,0,0,3.304289544235925
9571,-120.61,37.36,16.0,1.9135,87500.0,1,0,0,4.833333333333333
2259,-119.83,36.78,35.0,2.5223,66200.0,1,0,0,5.011204481792717
13013,-121.26,38.7,9.0,4.3826,146600.0,1,0,0,6.631578947368421
14256,-117.11,32.71,30.0,1.7,85900.0,0,0,1,3.758695652173913
18636,-122.01,37.03,21.0,5.9039,355300.0,0,0,1,6.445414847161572
19180,-122.58,38.46,15.0,3.3981,246900.0,0,0,0,5.860279441117765
11104,-117.88,33.84,34.0,6.1168,213900.0,0,0,0,5.875
12858,-121.38,38.67,38.0,2.2788,73400.0,1,0,0,4.429203539823009
14680,-117.1,32.83,16.0,4.3783,179500.0,0,0,0,6.028612303290415
14077,-117.12,32.76,41.0,2.1856,120500.0,0,0,1,3.7189873417721517
8267,-118.16,33.77,49.0,3.8125,382100.0,0,0,1,4.473544973544974
18317,-122.12,37.44,33.0,4.875,373400.0,0,1,0,5.630597014925373
16840,-122.46,37.63,22.0,5.0479,280400.0,0,0,1,5.13587786259542
3944,-118.62,34.22,33.0,5.6356,241300.0,0,0,0,5.660899653979238
2349,-119.67,36.8,9.0,6.011,163100.0,1,0,0,7.831223628691983
1988,-119.81,36.74,36.0,1.5625,47500.0,1,0,0,4.157534246575342
6327,-117.96,34.0,34.0,4.5163,183800.0,0,0,0,5.319923371647509
8652,-118.4,33.86,18.0,5.1677,380800.0,0,0,0,4.1448109412711185
5022,-118.33,33.99,46.0,3.2083,149600.0,0,0,0,5.531468531468532
19176,-122.67,38.43,17.0,4.5588,196400.0,0,0,0,6.053691275167785
2111,-119.74,36.76,42.0,1.7994,58700.0,1,0,0,4.7785388127853885
18060,-122.02,37.26,34.0,8.0331,500001.0,0,0,0,7.910313901345291
2627,-124.14,40.72,18.0,2.8446,100500.0,0,0,1,5.131212723658051
2334,-119.69,36.83,32.0,1.4913,54600.0,1,0,0,4.901785714285714
